speed_object_1_kph,speed_object_2_kph,angle_degrees,PET,acceleration_obj1_mps2,acceleration_obj2_mps2,min_dist_dual_check_m,object_count_at_frame1,target_dist_px,FE_inv_PET,FE_safety_index,FE_log_mesafe,FE_dist_squared,class_object_1,class_object_2
11,11,4.41,2.93,0.56,0.0,9.226,39,122.735,0.3412968118440915,0.08962398590765482,4.818142181980805,15063.880224999999,VRU,VRU
12,12,0.38,2.7,0.56,0.0,8.954,37,118.912,0.3703702331962099,0.10091496147642827,4.786758140428295,14140.063744000001,VRU,VRU
14,14,1.01,1.6,1.11,-0.56,2.66,52,30.383,0.6249996093752441,0.4607839758817768,3.4462663450297333,923.1266889999999,VRU,VRU
4,6,2.06,1.4,1.11,1.11,5.605,55,71.798,0.7142852040819971,0.06963982186634973,4.287688482297791,5154.9528040000005,VRU,VRU
4,6,1.5,1.37,1.11,1.11,5.605,54,71.798,0.7299264745062229,0.06963982186634973,4.287688482297791,5154.9528040000005,VRU,VRU
11,12,2.5,1.27,0.0,0.0,5.708,50,73.25,0.7874009548023978,0.15699658488741863,4.307437777682809,5365.5625,VRU,VRU
12,11,9.87,2.1,0.0,0.0,4.021,40,49.519,0.47619024943321453,0.23223408727490283,3.9223495031454494,2452.1313609999997,Car,VRU
3,15,19.85,1.5,0.0,-0.56,1.936,50,20.193,0.6666662222225186,0.4456989825336016,3.053670938474437,407.75724900000006,LCV,VRU
5,7,14.16,2.23,0.0,1.11,0.859,49,5.057,0.44843029218372543,1.1864739595661538,1.8012146279988102,25.573249000000004,Car,VRU
7,11,6.94,1.9,0.0,0.0,10.585,54,141.858,0.5263155124655198,0.06344372496832237,4.9618511299088235,20123.692164,Car,VRU
7,18,3.34,1.4,0.0,0.0,7.559,54,99.295,0.7142852040819971,0.12588750565599974,4.608115843276661,9859.497025,Car,VRU
7,15,14.37,1.47,0.0,0.0,3.461,51,41.648,0.6802716460737102,0.26411831866792357,3.75298037952046,1734.5559040000003,Car,VRU
5,12,12.71,2.9,0.0,0.0,4.545,50,56.891,0.3448274673008733,0.14940851541705163,4.058561932082329,3236.585881,Car,VRU
1,17,5.35,2.33,0.0,0.0,7.524,36,98.803,0.42918436515692476,0.0910903505856062,4.603198242985862,9762.032809,Car,Car
16,20,13.65,2.3,0.0,0.0,14.19,44,192.557,0.43478241965981757,0.09347881357998508,5.26557204273495,37078.198248999994,Car,VRU
6,6,1.08,2.67,-1.11,0.0,2.784,45,32.126,0.37453169493194943,0.1867646085175681,3.5003184725299623,1032.0798759999998,Car,Car
8,6,16.88,2.8,0.0,0.0,2.754,53,31.704,0.3571427295918823,0.22079232207947508,3.487497394581239,1005.1436160000001,Car,Car
8,6,1.39,2.53,0.0,0.0,5.491,54,70.201,0.39525676076807875,0.09971367787191526,4.265506863263121,4928.180400999999,Car,Car
15,18,1.91,2.93,0.0,0.56,12.748,40,172.279,0.3412968118440915,0.0957748762427523,5.154903012229565,29680.053840999997,VRU,VRU
6,6,82.5,2.03,0.0,0.0,1.569,52,15.03,0.49261059477310604,0.3992015702460699,2.7744619666214616,225.90089999999998,Car,Ped
6,5,68.76,2.8,0.0,0.0,3.467,54,41.736,0.3571427295918823,0.1317807137296168,3.755041656367605,1741.8936959999999,Car,Ped
